"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	70	15183540	0.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Angina pectoris, unspecified"	"I20.9"	19	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Acute subendocardial myocardial infarction"	"I21.4"	1114	15183540	7.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Acute myocardial infarction, unspecified"	"I21.9"	16193	15183540	106.6
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other forms of acute ischaemic heart disease"	"I24.8"	238	15183540	1.6
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Acute ischaemic heart disease, unspecified"	"I24.9"	447	15183540	2.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13435	15183540	88.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Atherosclerotic heart disease"	"I25.1"	20808	15183540	137.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aneurysm of heart"	"I25.3"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Ischaemic cardiomyopathy"	"I25.5"	1822	15183540	12.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other forms of chronic ischaemic heart disease"	"I25.8"	209	15183540	1.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	1064	15183540	7.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	1062	15183540	7.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Primary pulmonary hypertension"	"I27.0"	15	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other secondary pulmonary hypertension"	"I27.2"	571	15183540	3.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pulmonary heart disease, unspecified"	"I27.9"	130	15183540	0.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Disease of pulmonary vessels, unspecified"	"I28.9"	17	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pericardial effusion (noninflammatory)"	"I31.3"	46	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Disease of pericardium, unspecified"	"I31.9"	45	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Acute and subacute infective endocarditis"	"I33.0"	218	15183540	1.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Mitral (valve) insufficiency"	"I34.0"	174	15183540	1.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Mitral (valve) prolapse"	"I34.1"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aortic (valve) stenosis"	"I35.0"	741	15183540	4.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aortic (valve) insufficiency"	"I35.1"	60	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other aortic valve disorders"	"I35.8"	62	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aortic valve disorder, unspecified"	"I35.9"	124	15183540	0.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Endocarditis, valve unspecified"	"I38"	461	15183540	3.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Infective myocarditis"	"I40.0"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Dilated cardiomyopathy"	"I42.0"	410	15183540	2.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	20	15183540	0.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other hypertrophic cardiomyopathy"	"I42.2"	53	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other restrictive cardiomyopathy"	"I42.5"	30	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Alcoholic cardiomyopathy"	"I42.6"	122	15183540	0.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other cardiomyopathies"	"I42.8"	20	15183540	0.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cardiomyopathy, unspecified"	"I42.9"	2028	15183540	13.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Atrioventricular block, complete"	"I44.2"	53	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified conduction disorders"	"I45.8"	280	15183540	1.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Conduction disorder, unspecified"	"I45.9"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Sudden cardiac death, so described"	"I46.1"	306	15183540	2.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cardiac arrest, unspecified"	"I46.9"	2329	15183540	15.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Supraventricular tachycardia"	"I47.1"	18	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Ventricular tachycardia"	"I47.2"	156	15183540	1.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Atrial fibrillation and flutter"	"I48"	1977	15183540	13.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Ventricular fibrillation and flutter"	"I49.0"	286	15183540	1.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Sick sinus syndrome"	"I49.5"	29	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cardiac arrhythmia, unspecified"	"I49.9"	1046	15183540	6.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Congestive heart failure"	"I50.0"	4908	15183540	32.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Left ventricular failure"	"I50.1"	41	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Heart failure, unspecified"	"I50.9"	2000	15183540	13.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Myocarditis, unspecified"	"I51.4"	21	15183540	0.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Myocardial degeneration"	"I51.5"	16	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cardiovascular disease, unspecified"	"I51.6"	1531	15183540	10.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cardiomegaly"	"I51.7"	115	15183540	0.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other ill-defined heart diseases"	"I51.8"	223	15183540	1.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Heart disease, unspecified"	"I51.9"	790	15183540	5.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	15	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other subarachnoid haemorrhage"	"I60.8"	30	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	355	15183540	2.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	62	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	52	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracerebral haemorrhage in brain stem"	"I61.3"	79	15183540	0.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	64	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	173	15183540	1.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracerebral haemorrhage, unspecified"	"I61.9"	1476	15183540	9.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	269	15183540	1.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	984	15183540	6.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	38	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	182	15183540	1.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	49	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	254	15183540	1.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	53	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other cerebral infarction"	"I63.8"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral infarction, unspecified"	"I63.9"	1351	15183540	8.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Stroke, not specified as haemorrhage or infarction"	"I64"	5048	15183540	33.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral aneurysm, nonruptured"	"I67.1"	32	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral atherosclerosis"	"I67.2"	443	15183540	2.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Hypertensive encephalopathy"	"I67.4"	14	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebral arteritis, not elsewhere classified"	"I67.7"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified cerebrovascular diseases"	"I67.8"	113	15183540	0.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Cerebrovascular disease, unspecified"	"I67.9"	796	15183540	5.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Sequelae of intracerebral haemorrhage"	"I69.1"	46	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Sequelae of other nontraumatic intracranial haemorrhage"	"I69.2"	24	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Sequelae of cerebral infarction"	"I69.3"	237	15183540	1.6
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	1253	15183540	8.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	555	15183540	3.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Atherosclerosis of aorta"	"I70.0"	15	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Atherosclerosis of arteries of extremities"	"I70.2"	23	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Generalized and unspecified atherosclerosis"	"I70.9"	388	15183540	2.6
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Dissection of aorta [any part]"	"I71.0"	484	15183540	3.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	49	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	63	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	372	15183540	2.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	203	15183540	1.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	"I71.6"	15	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	96	15183540	0.6
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	81	15183540	0.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aneurysm of iliac artery"	"I72.3"	11	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aneurysm of other specified arteries"	"I72.8"	11	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Aneurysm of unspecified site"	"I72.9"	45	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Peripheral vascular disease, unspecified"	"I73.9"	1006	15183540	6.6
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Embolism and thrombosis of other and unspecified parts of aorta"	"I74.1"	32	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Embolism and thrombosis of unspecified artery"	"I74.9"	23	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Arteriovenous fistula, acquired"	"I77.0"	20	15183540	0.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Rupture of artery"	"I77.2"	25	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Arteritis, unspecified"	"I77.6"	34	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified disorders of arteries and arterioles"	"I77.8"	13	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	24	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	300	15183540	2.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	36	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Portal vein thrombosis"	"I81"	31	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Embolism and thrombosis of unspecified vein"	"I82.9"	15	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	19	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Oesophageal varices with bleeding"	"I85.0"	25	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Lymphoedema, not elsewhere classified"	"I89.0"	11	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Hypotension, unspecified"	"I95.9"	36	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other and unspecified disorders of circulatory system"	"I99"	44	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Acute upper respiratory infection, unspecified"	"J06.9"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Influenza due to identified avian influenza virus"	"J09"	27	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	157	15183540	1.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	191	15183540	1.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Influenza with pneumonia, virus not identified"	"J11.0"	151	15183540	1.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	105	15183540	0.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Respiratory syncytial virus pneumonia"	"J12.1"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other viral pneumonia"	"J12.8"	83	15183540	0.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Viral pneumonia, unspecified"	"J12.9"	105	15183540	0.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	16	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	32	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia due to Pseudomonas"	"J15.1"	78	15183540	0.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia due to staphylococcus"	"J15.2"	121	15183540	0.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia due to other streptococci"	"J15.4"	18	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia due to Escherichia coli"	"J15.5"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	16	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Bacterial pneumonia, unspecified"	"J15.9"	311	15183540	2.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Bronchopneumonia, unspecified"	"J18.0"	53	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Lobar pneumonia, unspecified"	"J18.1"	135	15183540	0.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonia, unspecified"	"J18.9"	4245	15183540	28.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Unspecified acute lower respiratory infection"	"J22"	11	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other diseases of larynx"	"J38.7"	11	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other diseases of pharynx"	"J39.2"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified diseases of upper respiratory tract"	"J39.8"	17	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Bronchitis, not specified as acute or chronic"	"J40"	18	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Unspecified chronic bronchitis"	"J42"	24	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Panlobular emphysema"	"J43.1"	40	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Centrilobular emphysema"	"J43.2"	58	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Emphysema, unspecified"	"J43.9"	1058	15183540	7.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	2539	15183540	16.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	886	15183540	5.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	142	15183540	0.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	15200	15183540	100.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Asthma, unspecified"	"J45.9"	220	15183540	1.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Bronchiectasis"	"J47"	55	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Coalworker pneumoconiosis"	"J60"	36	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	56	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Hypersensitivity pneumonitis due to unspecified organic dust"	"J67.9"	29	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumonitis due to food and vomit"	"J69.0"	2002	15183540	13.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Adult respiratory distress syndrome"	"J80"	214	15183540	1.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pulmonary oedema"	"J81"	62	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pulmonary eosinophilia, not elsewhere classified"	"J82"	27	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Alveolar and parietoalveolar conditions"	"J84.0"	14	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	1829	15183540	12.0
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Interstitial pulmonary disease, unspecified"	"J84.9"	893	15183540	5.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Gangrene and necrosis of lung"	"J85.0"	28	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Abscess of lung without pneumonia"	"J85.2"	11	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pyothorax with fistula"	"J86.0"	14	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pyothorax without fistula"	"J86.9"	84	15183540	0.6
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pleural effusion, not elsewhere classified"	"J90"	106	15183540	0.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Spontaneous tension pneumothorax"	"J93.0"	10	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pneumothorax, unspecified"	"J93.9"	58	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Haemothorax"	"J94.2"	26	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified pleural conditions"	"J94.8"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Acute respiratory failure"	"J96.0"	489	15183540	3.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Chronic respiratory failure"	"J96.1"	593	15183540	3.9
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Respiratory failure, unspecified"	"J96.9"	716	15183540	4.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Diseases of bronchus, not elsewhere classified"	"J98.0"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Pulmonary collapse"	"J98.1"	22	15183540	0.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Interstitial emphysema"	"J98.2"	15	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other disorders of lung"	"J98.4"	345	15183540	2.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	23	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified respiratory disorders"	"J98.8"	51	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Respiratory disorder, unspecified"	"J98.9"	108	15183540	0.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Oesophagitis"	"K20"	25	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	50	15183540	0.3
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Achalasia of cardia"	"K22.0"	13	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Oesophageal obstruction"	"K22.2"	30	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Perforation of oesophagus"	"K22.3"	37	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Barrett esophagus"	"K22.7"	17	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Other specified diseases of oesophagus"	"K22.8"	22	15183540	0.1
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Disease of oesophagus, unspecified"	"K22.9"	24	15183540	0.2
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	79	15183540	0.5
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	68	15183540	0.4
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation"	"K25.9"	12	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	122	15183540	0.8
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	112	15183540	0.7
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Duodenal ulcer, chronic or unspecified with both haemorrhage and perforation"	"K26.6"	11	15183540	Unreliable
	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	"Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation"	"K26.9"	22	15183540	0.1
